Airport,Count,Latitude,Longitude,Altitude,daylight_saving_offset,standard_offset,Tz database timezone,Country,City,Station_ID,Distance_km,2018_MB,2019_MB,2020_MB,2021_MB,2022_MB,2023_MB,2024_MB
DEC,7410,39.83459854,-88.86569977,682,-5,-6,America/Chicago,United States,Decatur,USW00003887,0.677920557443275,7.0,7.0,7.0,7.0,7.0,7.0,3.0
CDB,524,55.20610046,-162.7250061,96,-8,-9,America/Anchorage,United States,Cold Bay,USW00025624,1.677892578391426,11.0,11.0,11.0,12.0,11.0,12.0,5.0
ALS,1982,37.434898,-105.866997,7539,-6,-7,America/Denver,United States,Alamosa,USW00023061,0.6851385868312135,8.0,9.0,8.0,9.0,9.0,9.0,4.0
VCT,4729,28.8526001,-96.91850281,115,-5,-6,America/Chicago,United States,Victoria,USW00012912,1.5691985555138863,9.0,9.0,9.0,10.0,9.0,9.0,0.134
JST,5327,40.31610107,-78.83390045,2284,-4,-5,America/New_York,United States,Johnstown,USW00004726,0.2905167016591951,10.0,9.0,9.0,9.0,9.0,9.0,5.0
ILG,330,39.67869949,-75.60649872,80,-4,-5,America/New_York,United States,Wilmington,USW00013781,0.4835527416658954,9.0,8.0,9.0,8.0,9.0,8.0,4.0
FOD,4174,42.55149841,-94.19259644,1156,-5,-6,America/Chicago,United States,Fort Dodge,USW00094933,0.7814720797915254,7.0,7.0,7.0,7.0,7.0,7.0,3.0
MCW,4176,43.15779877,-93.33129883,1213,-5,-6,America/Chicago,United States,Mason City,USW00014940,0.5668946841792031,8.0,8.0,7.0,7.0,7.0,7.0,3.0
TBN,1262,37.74160004,-92.14070129,1159,-5,-6,America/Chicago,United States,Fort Leonardwood,USW00003938,1.2413204149682997,8.0,8.0,9.0,8.0,8.0,7.0,4.0
BIH,1700,37.37310028,-118.3639984,4124,-7,-8,America/Los_Angeles,United States,Bishop,USW00023157,0.503212873689753,6.0,7.0,7.0,7.0,6.0,7.0,3.0
